CountryCode,Month,Year,tmpf,dwpf,mslp,sknt,feel,relh,ice_accretion_6hr,p01i
AE,1,1965,65.4575,55.95125,1016.8225806451613,7.3125,65.46703125,72.99703124999999,,
AE,2,1965,67.36780487804877,57.7970731707317,1015.4853658536585,8.125,67.36780487804877,73.09829268292684,,
AE,3,1965,73.69302325581396,59.16744186046511,1013.853488372093,8.813953488372093,73.72953488372093,62.62651162790698,,
AE,4,1965,74.95342465753426,60.58054794520548,1011.4958333333333,8.808219178082192,75.2858904109589,62.605616438356165,,
AE,5,1965,83.67358490566038,66.8588679245283,1006.2018691588786,8.660377358490566,88.51679245283019,60.11773584905661,,
AE,6,1965,87.60864864864864,74.66486486486485,1000.84375,8.849557522123893,98.02963963963965,67.21153153153153,,
AE,7,1965,92.01514563106795,73.7809708737864,997.6190476190476,8.285714285714286,104.57,58.95155339805825,,
AE,8,1965,92.64851063829786,77.09191489361703,1000.6627659574468,8.76595744680851,108.45148936170213,62.8277659574468,,
AE,9,1965,90.02146341463416,75.65878048780489,1005.6426829268293,8.621951219512194,102.31780487804878,65.61048780487805,,
AE,10,1965,83.73411764705881,71.95117647058824,1011.7019801980198,8.784313725490197,89.8255882352941,69.80754901960785,,
AE,11,1965,77.20311926605504,62.84605504587156,1015.6411214953272,8.588785046728972,78.30000000000001,63.01422018348624,,
AE,12,1965,69.76079207920792,56.13069306930693,1017.2445544554455,8.831683168316832,69.7689108910891,63.30564356435644,,
AO,3,1965,76.92401639344261,66.45967213114754,1002.3619047619048,6.144278606965174,79.38680327868853,71.26856557377049,,
AO,4,1965,75.71822222222222,64.89578163771712,1002.9618811881188,5.944303797468354,77.64133995037221,71.45662531017369,,
AO,5,1965,70.92622727272727,53.19479545454545,991.9410404624276,6.254004576659039,71.73668941979523,57.598102272727274,,
AO,6,1965,69.5545633187773,50.60622270742358,994.0089385474861,6.111353711790393,69.48654644808744,55.50626637554585,,
AO,7,1965,67.80491620111732,46.19023463687151,993.1814814814816,5.875560538116592,67.55431284916202,51.32905027932961,,
AO,8,1965,70.26867924528302,47.302400000000006,996.1685393258427,6.204444444444444,70.04594444444444,50.41875555555555,,
AO,9,1965,72.9734375,54.98481751824818,997.2172602739726,6.306623931623932,72.77607924921793,59.104859228362876,,
AO,10,1965,73.23101223581757,59.3503893214683,1001.6034300791557,6.388076490438695,73.28734149054506,65.73034482758621,,
AO,11,1965,72.27541666666667,62.23228273464658,1000.655649717514,6.129220023282887,72.51412514484358,73.60720741599073,,
AO,12,1965,71.88745728643217,63.361969849246236,1003.2116279069768,5.982758620689655,72.3606231155779,76.52316582914573,,
AQ,1,1965,27.4765625,17.669140625,995.5078125,13.812227074235809,15.76113537117904,66.8774609375,,0.0
AQ,2,1965,19.507210626185955,11.105405405405406,1004.7138519924098,14.0,5.977073170731707,69.65474903474903,,0.0
AQ,3,1965,9.214516129032257,2.5619718309859154,991.7552419354838,17.232456140350877,-8.617966101694915,81.13577464788733,,0.0
AQ,4,1965,10.055,,989.7099999999999,18.732394366197184,,,,0.0
AQ,5,1965,20.29274193548387,,1003.3870967741935,15.107344632768362,,,,0.0
AQ,6,1965,18.14,,995.0246861924686,18.873493975903614,,,,0.0
AQ,7,1965,15.299193548387096,,992.9806451612903,20.104265402843602,,,,0.0
AQ,8,1965,14.254032258064516,,988.6475806451613,20.95673076923077,,,,0.0
AQ,9,1965,13.895000000000001,,990.205439330544,17.849162011173185,,,,0.0
AQ,10,1965,10.786968449931413,6.3892473118279565,987.7746556473829,16.58028616852146,-3.4178423236514526,79.29412186379929,,0.0
AQ,11,1965,15.21875,8.18270893371758,982.4904033379694,11.085137085137085,2.7500599700149926,72.91841498559077,,0.0
AQ,12,1965,29.197043010752687,20.310618279569894,996.2834008097166,9.991316931982634,19.994963820549927,70.37758064516129,,0.0
AR,1,1965,74.21529411764706,59.69485294117647,,3.7,74.92,65.09761764705883,,
AR,2,1965,73.66384364820847,61.432345276872965,,3.089430894308943,74.60317589576547,70.12405537459283,,
AR,3,1965,65.46837696335078,52.47683352735739,1013.9773162939297,5.577146171693736,65.4749592549476,66.8051920838184,,
AR,4,1965,59.31004362050163,47.7504907306434,1010.5810612991767,6.913633894622488,58.69120087336245,69.18151035986914,,
AR,5,1965,51.677700673226305,42.09864319005696,1012.0612040133778,6.5280205655526995,50.09412130637636,72.92420507509064,,
AR,6,1965,53.69848874598071,46.52347266881029,1012.6434453781512,5.085958355579285,52.89808042895442,79.2866130760986,,
AR,7,1965,45.57773383217531,37.139957242116516,1014.3986417657046,6.457958751983078,43.24737801608579,75.3151630144308,,
AR,8,1965,50.982948857453756,38.06179640718563,1011.3412828947369,7.705692803437164,49.23741812227074,65.57011976047905,,
AR,9,1965,54.13755656108597,36.06634974533107,1012.681188997338,9.361297539149888,52.37833900226757,56.13040181097906,,
AR,10,1965,63.357049562682214,42.291591836734696,1008.4773708920187,10.110532407407407,62.37739789964994,51.58931778425656,,
AR,11,1965,68.45034307496823,47.77653113087674,1009.2283937823835,10.317780580075661,68.15982846251589,52.68212198221093,,
AR,12,1965,68.6776269035533,50.34834285714285,1007.7321940463065,9.68252974326863,68.7908253968254,57.01419047619048,,
AT,1,1965,29.64037985136251,26.214285714285715,1015.5893476465731,3.9991431019708656,26.31974293059126,87.808769611891,,
AT,2,1965,24.35807796917498,18.078476881233,1021.7660633484163,5.086874409820585,19.5958940397351,78.53151405258386,,
AT,3,1965,37.18042216358839,29.600949868073876,1018.3685462555067,4.371584699453552,34.54037205081669,76.76615655233068,,
AT,4,1965,45.52434554973822,36.49670157068063,1011.8467134092901,4.868231046931408,43.770651785714286,74.22321116928447,,
AT,5,1965,53.12735483870968,44.58417741935484,1014.8957258064515,5.421404682274248,52.518899755501224,75.72425806451614,,
AT,6,1965,62.00857142857142,52.950646616541356,1015.2431578947368,4.861024844720497,61.94920240782544,75.29425563909774,,
AT,7,1965,62.9213612565445,54.37304412864622,1014.6377711293941,4.556327160493828,62.93146176911545,76.41835452505609,,
AT,8,1965,60.86852198990627,52.01646719538572,1016.8554834054834,4.178358208955224,60.88656791907514,75.88844989185291,,
AT,9,1965,56.93006671608599,49.305885841363974,1015.4584444444444,4.986153846153846,56.80592565055762,78.38386953298739,,
AT,10,1965,46.293188297074266,40.34792198049512,1023.8249062265567,2.8559322033898304,45.6871493902439,82.24563390847713,,
AT,11,1965,35.62695259593679,31.466501128668174,1013.2048945783133,4.60092807424594,32.34410216718266,86.2739653875094,,
AT,12,1965,32.343997155049784,28.822987197724043,1012.2490364025696,4.7186366932559825,28.61379260333575,87.7831507823613,,
AU,1,1965,74.20277449822905,55.86432261881286,,7.07755905511811,75.09600867678958,58.7300414119503,,
AU,2,1965,75.93552058633327,57.914479481641465,,6.4497308934338,77.11467602591793,59.59061987041037,,
AU,3,1965,72.39941899005655,54.66704959811801,,6.622612085769981,72.81846304646147,59.67964712801412,,
AU,4,1965,66.29869547492866,51.31805737704918,,5.7199347737464326,66.33302868852459,63.430125000000004,,
AU,5,1965,61.745834146341465,48.91467035136202,,5.085073170731707,61.55839123568891,66.75361429135413,,
AU,6,1965,57.18396436525612,45.83756468172485,,5.754961522883758,56.83187923598275,68.9681047227926,,
AU,7,1965,53.93455990694068,41.21413364872856,,5.580251694094869,53.135765819041985,66.44499507194953,,
AU,8,1965,57.913681148176885,46.71782189895813,,5.130696141167346,57.47050914094751,70.06423432278356,,
AU,9,1965,63.52502712477396,49.2196963562753,,5.906948881789138,63.27619230769231,64.87729352226721,,
AU,10,1965,67.72008949416343,51.78461779694238,,6.572429906542056,67.76712661701293,62.238441787534306,,
AU,11,1965,70.21316043425814,52.333387161889384,,7.742610094510356,70.65850625756964,59.11026241421074,,
AU,12,1965,74.3600239186765,58.74669471153846,,6.6666001596169195,75.04873998397436,63.99212940705129,,
AZ,1,1965,34.928711340206185,29.4730412371134,1030.1,4.056847545219639,32.06666666666666,81.79621134020618,,
AZ,2,1965,38.98787692307692,31.828307692307696,1030.1,4.643962848297214,36.51767801857585,77.38498461538461,,
AZ,3,1965,44.55329974811083,39.16327455919395,1030.1,4.921717171717172,42.75699494949495,82.7395717884131,,
AZ,4,1965,49.45372093023256,42.341104651162794,1030.1,5.238372093023256,48.018837209302326,79.14572674418605,,
AZ,5,1965,63.90770491803279,53.51688524590164,1030.1,5.096418732782369,63.947315068493154,71.49549180327868,,
AZ,6,1965,71.24583783783784,60.41956756756757,1030.1,5.303523035230352,71.36891891891892,70.30118918918919,,
AZ,7,1965,75.02593908629441,63.75355329949239,1030.1,4.877551020408164,75.74489847715736,70.34182741116751,,
AZ,8,1965,75.67564999999999,63.446450000000006,1030.1,4.535,76.24935,68.110875,,
AZ,9,1965,67.5644385026738,58.27470588235295,1030.1,4.377005347593583,67.61975935828877,74.84954545454545,,
AZ,10,1965,53.923114754098364,48.209344262295076,1030.1,3.80327868852459,53.530136612021856,82.50415300546449,,
